,match_id,player_id,50/50,Bad Behaviour,Ball Receipt*,Ball Recovery,Block,Carry,Clearance,Dispossessed,Dribble,Dribbled Past,Duel,Error,Foul Committed,Foul Won,Goal Keeper,Injury Stoppage,Interception,Miscontrol,Offside,Own Goal Against,Own Goal For,Pass,Player Off,Player On,Pressure,Shield,Shot,Substitution,minutes_played,duels_lost,index,period,minute,second,possession,duration,total_running_distance,passes_last_15_minute,should_be_subbed_x,should_be_subbed_y
Dribble,0.060130740745287715,-0.16587501239370434,0.028895573329814375,-0.004736034512234406,0.3460168928671364,0.07676612900400434,0.03612132253042128,0.31503447275981966,-0.14159568020939955,0.4042304948181593,1.0,0.022589034909915,0.04425700401378281,-0.04032711545648393,0.04160766474160121,0.3446243815215632,-0.1559291423720896,-0.047681658547569714,-0.06279932430418945,0.410728625797653,-0.004458080995182272,-0.05394246946011788,-0.004458080995182272,0.16877596267023598,-0.02722814577494072,-0.02722814577494072,0.20762203787609504,-0.03556232087803983,0.4703916621702408,0.13861463269269408,0.22448057291534598,,0.2815342452154678,0.31016206027032994,0.28698188455111096,0.3186988812751964,0.26693194248431634,0.23445644221718906,0.4037266267206351,0.11220044867398424,-0.06511208235553344,-0.06511208235553344
Dribbled Past,0.06325759203383234,-0.063414843574322,0.0815498048112091,-0.03687702315009965,0.05168374153634409,0.08683353785328238,0.24693469838060086,0.0697143204988822,0.18251175811685333,-0.0298897597660218,0.022589034909915,1.0,0.3950290872201755,-0.006171943829474681,0.3705312537085104,0.08131161117316289,-0.1378454842206242,-0.03971480926897731,0.2763774722734111,0.009610003670161913,0.019745903648989413,0.10761920990041428,0.019745903648989413,0.08871789970958978,-0.030822090711503655,-0.030822090711503655,0.4535441227889292,-0.01299784030861725,-0.10429036886584543,0.038864349214245246,0.23480379682604097,,0.10835723251959578,0.125150815674541,0.10001678164886793,0.12459347892490909,0.10051703200705658,0.08007292818132405,0.04547550094265468,0.025384104778978726,-0.017641632811944842,-0.017641632811944842
Duel,0.04569610609541874,-0.16607051963984656,0.009112060721289998,-0.01090647108926685,0.1750070015352548,0.11638869944937963,0.25884514866172964,0.13706183997704022,0.1827528075723204,0.14930462665785812,0.04425700401378281,0.3950290872201755,1.0,-0.015075802692035152,0.37386006026287477,0.13175228069444456,-0.2669249777538942,-0.0413229348375341,0.23869569933081417,0.09277225013423537,0.06317772501538647,0.1345038024145796,0.06317772501538647,0.1424720463881268,-0.05580184940245439,-0.05580184940245439,0.4788789055422739,0.04556869601573716,0.03409196813472587,0.1086018023550286,0.32334990086298077,,0.15959538521713854,0.21369646750545343,0.1804183133335243,0.21635290662754358,0.15352394565112076,0.1392759424530892,0.12388328735241426,0.05947153242697326,0.013339404017921516,0.013339404017921516
Error,0.015701937759773743,0.05699845833013151,-0.026045552876212373,-0.02736772305020293,0.024754469533841836,-0.004889333301193514,-0.06073972171078507,0.046320905295675945,0.05750263943172628,-0.06268780802183822,-0.04032711545648393,-0.006171943829474681,-0.015075802692035152,1.0,-0.04252634142904372,-0.014763279316213513,0.06493986109406022,-0.0246631811833495,-0.005078843081240455,-0.07023065790962771,-0.008101908288952436,-0.011478491951943988,-0.008101908288952436,0.06433902256586131,-0.014083668919864834,-0.014083668919864834,-0.05921928056060988,0.10452918819691565,-0.08808197985168764,-0.06995590610476206,-0.004664616613445004,,0.03046539021924062,0.029186983825633724,0.012147769670562721,0.03958503459087026,-0.0023475771884731507,0.07868457996841846,0.029353063090749306,0.054014470412160696,-0.057661767025206014,-0.057661767025206014
Foul Committed,0.020995277501243942,-0.0930781599089645,0.005324358743232145,0.005594643208276356,0.025591701497956004,0.1339748229272646,0.22439395724989236,-0.0015614426877113667,0.0864756890499452,0.0774857258238261,0.04160766474160121,0.3705312537085104,0.37386006026287477,-0.04252634142904372,1.0,0.02237469002352767,-0.16981010833677182,-0.007982798685052209,0.2607042840503727,0.16046851320873579,0.10434258722518618,-0.0703946765199257,0.10434258722518618,-0.005529444684037788,0.0028790521785680753,0.0028790521785680753,0.5612127588221819,0.05122553406337098,0.04652683296552041,0.08944013982581021,0.22729903135357693,,0.05152828730665009,0.08486245358510901,0.060631959004089186,0.09288982819114373,0.061581819478422145,0.02197560079089979,0.011430997268214166,-0.09180089750063922,0.011787499189209674,0.011787499189209674
Foul Won,0.035982261324918025,-0.25369689773866355,-0.021071573908708858,0.06177338284912053,0.48032965635476194,0.20720044489979178,0.08912041524431409,0.4422789309222271,-0.08158651729603231,0.2119354226363283,0.3446243815215632,0.08131161117316289,0.13175228069444456,-0.014763279316213513,0.02237469002352767,1.0,-0.19665683021255412,-0.06794407567967704,-0.04832969666447167,0.3397761448002147,0.003955403273328262,-0.03162185445882246,0.003955403273328262,0.35761986126707046,-0.05402364742379085,-0.05402364742379085,0.1612490521095658,-0.06341527038742356,0.4162333404350118,0.06491535509225034,0.24836051620786948,,0.4470194267427023,0.47047071038008875,0.4633500460679717,0.45631992150240636,0.4410094245588609,0.34397800909014054,0.41723385773371174,0.29548185732462634,-0.13710675985109874,-0.13710675985109874
Goal Keeper,0.021839058808791986,0.38094452928593625,-0.04833445387189339,-0.05078809244847771,-0.22205398858927708,0.06676108768294295,-0.21549166290482988,-0.1875234613015192,-0.1352588078062956,-0.16073494881819855,-0.1559291423720896,-0.1378454842206242,-0.2669249777538942,0.06493986109406022,-0.16981010833677182,-0.19665683021255412,1.0,0.12810859534002217,-0.18770415443999153,-0.16960007196389748,-0.015035246682144163,-0.02130139615031348,-0.015035246682144163,-0.07599557968148596,-0.026135995230722832,-0.026135995230722832,-0.2975986788419748,-0.02084144217753232,-0.16345955151425326,-0.12982179847582656,0.09447329573099199,,-0.15485763505328098,-0.1610630321460506,-0.15906759672972903,-0.16057788515619476,-0.14793301555431507,0.012009570465169211,-0.2032293787100279,-0.0673718357876609,-0.10700675204315283,-0.10700675204315283
Injury Stoppage,0.07364464828730852,0.09568850905357007,0.04664220902733052,0.04119189025408589,-0.06039745062288842,-0.05782123301856106,-0.09559687632413319,-0.05859285512288146,-0.08726295706787704,-0.036219744375933394,-0.047681658547569714,-0.03971480926897731,-0.0413229348375341,-0.0246631811833495,-0.007982798685052209,-0.06794407567967704,0.12810859534002217,1.0,-0.0826039440367523,0.007559749878391967,-0.010950071996960072,-0.015513667744388277,-0.010950071996960072,-0.057416174757455474,0.5710402407201607,0.5710402407201607,-0.019050586103483456,-0.038705649985809165,-0.038233920174037525,0.12900243465092212,-0.05675006487655419,,-0.05937567075621426,-0.060905769939532894,-0.06537680874650403,-0.06366320387319004,-0.03269134687564971,-0.06397467338918686,-0.0809780766369595,-0.037652506956385556,0.09061897545431614,0.09061897545431614
Interception,0.04247639448969502,-0.0957387549313093,0.12986792745445763,0.09389215560287135,0.0540105503379938,0.15924556892216643,0.2902272396185524,0.08990596855670599,0.40427922958002166,-0.03708599775295022,-0.06279932430418945,0.2763774722734111,0.23869569933081417,-0.005078843081240455,0.2607042840503727,-0.04832969666447167,-0.18770415443999153,-0.0826039440367523,1.0,-0.06486447329418699,0.06172387614562007,0.011912443575029078,0.06172387614562007,0.13222584535082277,-0.047170176087181735,-0.047170176087181735,0.29337056830159314,0.09253981485438276,-0.13071093484022714,-0.05224113361702705,0.29536514348746346,,0.11267724281988478,0.13509161038554865,0.11903321429442022,0.1277859601130489,0.12061257301447198,0.1467052648487901,0.13066335579600669,0.11144018944892073,-0.12547148497495994,-0.12547148497495994
Miscontrol,0.05817705586351148,-0.1722721458681741,0.02056759397686811,0.07931177212227518,0.2510749449386431,0.01685376338979018,0.07454312215143706,0.13913890179082694,-0.12803238443081022,0.3567763790312039,0.410728625797653,0.009610003670161913,0.09277225013423537,-0.07023065790962771,0.16046851320873579,0.3397761448002147,-0.16960007196389748,0.007559749878391967,-0.06486447329418699,1.0,0.1003459607728509,-0.024211248724416275,0.1003459607728509,0.04324981000656406,-0.01609699501483142,-0.01609699501483142,0.21113784346745895,-0.03273208841192879,0.4646889992158491,0.1308624325362726,0.224316648945553,,0.1549955152529457,0.18737066430331212,0.17534475959485354,0.18407098498386557,0.18111725514129207,0.06260588415303758,0.22316479114210183,-0.007207053033618287,-0.0011146686730914013,-0.0011146686730914013
Offside,0.06166264743048367,-0.01028306386739041,-0.011563823704449742,-0.01215084686621462,0.03395161432710932,0.048300045549476714,-0.05358518470362117,0.004171912818646198,-0.036408406271439084,0.06777251321834596,-0.004458080995182272,0.019745903648989413,0.06317772501538647,-0.008101908288952436,0.10434258722518618,0.003955403273328262,-0.015035246682144163,-0.010950071996960072,0.06172387614562007,0.1003459607728509,1.0,-0.005096273362139061,1.0,-0.0024775092709820347,-0.006252931749047168,-0.006252931749047168,0.11673715607791149,-0.01271488962101241,0.12017564945724568,-0.031059343187117998,0.03550608933315707,,0.027578395655138362,0.03921739981473562,0.04216507772664816,0.0324619389884158,0.06409394648537656,0.007269061396155725,0.023898453376177364,-0.027169630801546406,-0.02560093508230043,-0.02560093508230043
Own Goal Against,0.014557129934165693,0.04723199179258699,-0.01638320906522973,-0.017214882344858292,-0.03168996219418209,-0.056704440492458305,0.018359884769705216,-0.02063363890363915,0.12392289590787578,0.02076786391809016,-0.05394246946011788,0.10761920990041428,0.1345038024145796,-0.011478491951943988,-0.0703946765199257,-0.03162185445882246,-0.02130139615031348,-0.015513667744388277,0.011912443575029078,-0.024211248724416275,-0.005096273362139061,1.0,-0.005096273362139061,-0.015238223355748318,-0.008858928563208069,-0.008858928563208069,-0.023237907788483655,-0.01801399781131291,-0.027197199184966128,-0.04400375912575247,0.03699436743685379,,-0.03923947889087748,-0.025650318400789567,-0.032483074678327235,-0.028232678506775293,-0.02743533441319835,-0.02358898797863733,-0.027213811658532108,-0.03849295466823457,-0.036270483054606596,-0.036270483054606596
Own Goal For,0.06166264743048367,-0.01028306386739041,-0.011563823704449742,-0.01215084686621462,0.03395161432710932,0.048300045549476714,-0.05358518470362117,0.004171912818646198,-0.036408406271439084,0.06777251321834596,-0.004458080995182272,0.019745903648989413,0.06317772501538647,-0.008101908288952436,0.10434258722518618,0.003955403273328262,-0.015035246682144163,-0.010950071996960072,0.06172387614562007,0.1003459607728509,1.0,-0.005096273362139061,1.0,-0.0024775092709820347,-0.006252931749047168,-0.006252931749047168,0.11673715607791149,-0.01271488962101241,0.12017564945724568,-0.031059343187117998,0.03550608933315707,,0.027578395655138362,0.03921739981473562,0.04216507772664816,0.0324619389884158,0.06409394648537656,0.007269061396155725,0.023898453376177364,-0.027169630801546406,-0.02560093508230043,-0.02560093508230043
Pass,-0.01026401671772763,-0.21116656968500036,0.12376537806424534,0.08759519737837035,0.9348617193022076,0.4261045737640348,0.1657245646684555,0.96624499356244,0.02550286694014195,0.09541769413397981,0.16877596267023598,0.08871789970958978,0.1424720463881268,0.06433902256586131,-0.005529444684037788,0.35761986126707046,-0.07599557968148596,-0.057416174757455474,0.13222584535082277,0.04324981000656406,-0.0024775092709820347,-0.015238223355748318,-0.0024775092709820347,1.0,-0.06786262831133011,-0.06786262831133011,0.08819962295567543,0.02233255200790076,0.18254034575376668,-0.08620649883481184,0.5166650456432474,,0.915756038480813,0.9546370268032258,0.9195703687927068,0.9598377161100708,0.8772799368298475,0.9638997481277022,0.8191574824362079,0.8972479066794024,-0.3885981915422916,-0.3885981915422916
Player Off,0.10080853036706233,-0.06866619497102375,-0.020101568506178773,-0.021121999689022702,-0.06147489804439199,-0.10613009192675026,-0.04173690710634177,-0.06331359443925978,-0.06328927970291534,-0.0668472347607305,-0.02722814577494072,-0.030822090711503655,-0.05580184940245439,-0.014083668919864834,0.0028790521785680753,-0.05402364742379085,-0.026135995230722832,0.5710402407201607,-0.047170176087181735,-0.01609699501483142,-0.006252931749047168,-0.008858928563208069,-0.006252931749047168,-0.06786262831133011,1.0,1.0,0.008958889284794568,-0.022102483685126746,-0.02183310697985779,0.11621774943778589,-0.11448656832794171,,-0.08549436002844929,-0.07516102355723024,-0.08449210716422786,-0.06826722781891575,-0.06534080342235137,-0.07540955703425786,-0.0683220715427783,-0.05134590241454788,0.1479966532537266,0.1479966532537266
Player On,0.10080853036706233,-0.06866619497102375,-0.020101568506178773,-0.021121999689022702,-0.06147489804439199,-0.10613009192675026,-0.04173690710634177,-0.06331359443925978,-0.06328927970291534,-0.0668472347607305,-0.02722814577494072,-0.030822090711503655,-0.05580184940245439,-0.014083668919864834,0.0028790521785680753,-0.05402364742379085,-0.026135995230722832,0.5710402407201607,-0.047170176087181735,-0.01609699501483142,-0.006252931749047168,-0.008858928563208069,-0.006252931749047168,-0.06786262831133011,1.0,1.0,0.008958889284794568,-0.022102483685126746,-0.02183310697985779,0.11621774943778589,-0.11448656832794171,,-0.08549436002844929,-0.07516102355723024,-0.08449210716422786,-0.06826722781891575,-0.06534080342235137,-0.07540955703425786,-0.0683220715427783,-0.05134590241454788,0.1479966532537266,0.1479966532537266
Pressure,0.12611180868780283,-0.13892942996154237,0.07445112475211904,-0.0005024279484918386,0.16242307384724694,0.1571081847694646,0.3520923198351157,0.115754689765949,0.024383156312152293,0.18380713676075533,0.20762203787609504,0.4535441227889292,0.4788789055422739,-0.05921928056060988,0.5612127588221819,0.1612490521095658,-0.2975986788419748,-0.019050586103483456,0.29337056830159314,0.21113784346745895,0.11673715607791149,-0.023237907788483655,0.11673715607791149,0.08819962295567543,0.008958889284794568,0.008958889284794568,1.0,-0.024361971772586845,0.10966252498831666,0.17068617145492987,0.3768763711327632,,0.2045167093526188,0.23066684320095282,0.19855644579665552,0.2391326117379026,0.22193663819180423,0.10950591201854314,0.11221788163144751,-0.011409893917781872,0.002261172919857421,0.002261172919857421
Shield,-0.010713218234703172,0.0407870923682057,-0.04087510227570123,-0.0429500761241967,-0.010154067963481282,0.07409406404485513,-0.03259869503010194,0.020955338796249633,0.07199814113782253,-0.01076665918763795,-0.03556232087803983,-0.01299784030861725,0.04556869601573716,0.10452918819691565,0.05122553406337098,-0.06341527038742356,-0.02084144217753232,-0.038705649985809165,0.09253981485438276,-0.03273208841192879,-0.01271488962101241,-0.01801399781131291,-0.01271488962101241,0.02233255200790076,-0.022102483685126746,-0.022102483685126746,-0.024361971772586845,1.0,-0.0678553446929672,-0.06652328579412682,0.07395771537593451,,0.011948505790255703,0.0070468795234897574,0.009206762335429077,0.013958647627443898,0.011758268935346957,0.022023993821841288,-0.0018797551337800856,0.029522324637295583,-0.0904926317269908,-0.0904926317269908
Shot,0.0733302499480636,-0.25825147881996735,-0.02330850165487301,0.06355226698049243,0.40065651938872376,0.07752995487223749,-0.019293076861470825,0.2845447812336237,-0.158664949096162,0.3722177119870323,0.4703916621702408,-0.10429036886584543,0.03409196813472587,-0.08808197985168764,0.04652683296552041,0.4162333404350118,-0.16345955151425326,-0.038233920174037525,-0.13071093484022714,0.4646889992158491,0.12017564945724568,-0.027197199184966128,0.12017564945724568,0.18254034575376668,-0.02183310697985779,-0.02183310697985779,0.10966252498831666,-0.0678553446929672,1.0,0.03530011682482808,0.20304750375498512,,0.3004555300516276,0.3351961134191508,0.3408242920413974,0.31681616035730253,0.3029249900373857,0.22723757549165643,0.3632988435042194,0.15507136466097213,-0.06742027564738137,-0.06742027564738137
Substitution,-0.005824218292545312,-0.047361708926847254,-0.052631639995755965,0.030391823852827755,-0.00039427158435870186,-0.05936818643318242,0.011262770756376623,-0.017102733037488833,-0.2146580496878342,0.13434325009379675,0.13861463269269408,0.038864349214245246,0.1086018023550286,-0.06995590610476206,0.08944013982581021,0.06491535509225034,-0.12982179847582656,0.12900243465092212,-0.05224113361702705,0.1308624325362726,-0.031059343187117998,-0.04400375912575247,-0.031059343187117998,-0.08620649883481184,0.11621774943778589,0.11621774943778589,0.17068617145492987,-0.06652328579412682,0.03530011682482808,1.0,0.12268752018875002,,-0.16532324866662168,-0.09642013483281926,-0.19223381591806496,-0.008125494640394469,-0.16985495417063534,-0.0775460008756569,0.02084943077808058,-0.19404775732625576,0.21652039841783582,0.21652039841783582
minutes_played,0.06565510405268521,-0.005814138612554794,0.07644665963171852,0.07311919289807473,0.48719374425132556,0.4471004455720782,0.30423805820160144,0.47177958001982984,0.2505703402628761,0.22699899604443632,0.22448057291534598,0.23480379682604097,0.32334990086298077,-0.004664616613445004,0.22729903135357693,0.24836051620786948,0.09447329573099199,-0.05675006487655419,0.29536514348746346,0.224316648945553,0.03550608933315707,0.03699436743685379,0.03550608933315707,0.5166650456432474,-0.11448656832794171,-0.11448656832794171,0.3768763711327632,0.07395771537593451,0.20304750375498512,0.12268752018875002,1.0,,0.4390043871926152,0.5331320574435955,0.4631277347784252,0.5584280142912628,0.45258056815708825,0.566931395507078,0.4733922324885915,0.33462380642043393,-0.3502317507843374,-0.3502317507843374
duels_lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
index,0.03297695368533827,-0.26531367278152423,0.1640097370067063,0.12765699190195992,0.9309609064905984,0.374180195783633,0.15337749059562147,0.9436529104814048,-0.034989913913912055,0.16246562431004252,0.2815342452154678,0.10835723251959578,0.15959538521713854,0.03046539021924062,0.05152828730665009,0.4470194267427023,-0.15485763505328098,-0.05937567075621426,0.11267724281988478,0.1549955152529457,0.027578395655138362,-0.03923947889087748,0.027578395655138362,0.915756038480813,-0.08549436002844929,-0.08549436002844929,0.2045167093526188,0.011948505790255703,0.3004555300516276,-0.16532324866662168,0.4390043871926152,,1.0,0.9759492513780799,0.9875658063914498,0.9351915892030911,0.9654179400041936,0.8814940965400478,0.8077508742881014,0.8702257899034491,-0.34846102928766776,-0.34846102928766776
period,0.017874531606329666,-0.2730546257411115,0.13647285810564688,0.10924690074672787,0.9681403306652585,0.4275844135374457,0.1977793854710612,0.9707696644412778,-0.013452189089841905,0.21326623798081173,0.31016206027032994,0.125150815674541,0.21369646750545343,0.029186983825633724,0.08486245358510901,0.47047071038008875,-0.1610630321460506,-0.060905769939532894,0.13509161038554865,0.18737066430331212,0.03921739981473562,-0.025650318400789567,0.03921739981473562,0.9546370268032258,-0.07516102355723024,-0.07516102355723024,0.23066684320095282,0.0070468795234897574,0.3351961134191508,-0.09642013483281926,0.5331320574435955,,0.9759492513780799,1.0,0.9843396527664573,0.9787813334161362,0.9446811234708431,0.9321463683563725,0.8521752670943151,0.8573829134739855,-0.36360213379481887,-0.36360213379481887
minute,0.039208074525285366,-0.26936257482431586,0.14961039101511076,0.1276985382825493,0.9355062840740401,0.4059864566441321,0.16917608416021035,0.9397286756303308,-0.02380746234947342,0.18934928937924295,0.28698188455111096,0.10001678164886793,0.1804183133335243,0.012147769670562721,0.060631959004089186,0.4633500460679717,-0.15906759672972903,-0.06537680874650403,0.11903321429442022,0.17534475959485354,0.04216507772664816,-0.032483074678327235,0.04216507772664816,0.9195703687927068,-0.08449210716422786,-0.08449210716422786,0.19855644579665552,0.009206762335429077,0.3408242920413974,-0.19223381591806496,0.4631277347784252,,0.9875658063914498,0.9843396527664573,1.0,0.9396615664931195,0.9668660201226338,0.8928994679895822,0.8267331441166669,0.8727473715864815,-0.3771836316011895,-0.3771836316011895
